poem	text	lemmatized_text
los chunguitos_me quedo contigo.txt	"Si me das a elegir
Entre tú y la riqueza
Con esa grandeza
Que lleva consigo, ay amor
Me quedo contigo

Si me das a elegir
Entre tú y la gloria
Pa que hable la historia de mi
Por los siglos, ay amor
Me quedo contigo

Pues me enamorado
Y te quiero y te quiero
Y sólo deseo
Estar a tu lado
Soñar con tus ojos
Besarte los labios
Sentirme en tus brazos
Que soy muy feliz.

Si me das a elegir
Entre tú y ese cielo
Donde libre es el vuelo
Para ir a otros nidos, ay amor
Me quedo contigo

Si me das a elegir
Entre tú y mis ideas
Que yo sin ellas
Soy un hombre perdido, ay amor
Me quedo contigo
"	"si yo dar a elegir 
 entre tú y el riqueza 
 Con ese grandeza 
 que llevar él , ay amor 
 yo quedar tú 

 Si yo dar a elegir 
 entre tú y el gloria 
 Pa que hablar el historia de mi 
 por el siglo , ay amor 
 yo quedar tú 

 Pues yo enamorar 
 Y tú querer y tú querer 
 y sólo desear 
 estar a tu lado 
 soñar con tu ojo 
 besar tú el labio 
 sentir yo en tu brazo 
 Que ser mucho feliz . 

 si yo dar a elegir 
 Entre tú y ese cielo 
 donde libre ser el vuelo 
 Para ir a otro nido , ay amor 
 yo quedar tú 

 si yo dar a elegir 
 entre tú y mi idea 
 Que yo sin él 
 ser uno hombre perdido , ay amor 
 yo quedar tú 
"
ivy queen_antídoto.txt	"Evocandole al tiempo y a los días cotidianos
A un paisaje generoso
Abrazar mis hermanos
Revivir las emociones y al igual las reflexiones
De que el odio no salva vidas
No te confundas, no es la salida
Aquí no hay tiempo que perder
O cuando nos faltó la empatía
Cuida la madre tierra, decían
Que un día se llena de rebeldía
Que dios nos de el pan de cada día
Sana distancia
Hoy nos piden
Y no tocarnos
Es lo que exigen
Yo no quiero que la tristeza se quede aquí permanente
Que llenemos de fortaleza a quien le aturde la mente
Yo no quiero que la tristeza se quede aquí
Que esta ausencia de abrazos sirva pa' revivir
El corazón
Restauraremos
Llenos de fe
Caminaremo'
El corazón
Restauraremos
Llenos de fe
Caminaremos
La calidad humana
Los sentimientos, la juventud, la vejez, el amor, el tiempo
Correr descalzos, virarse dentro
Una lluvia, un día soleado, la brisa del viento
Sana distancia
Hoy nos piden
Y no tocarnos
Es lo que exigen
Yo no quiero que la tristeza se quede aquí permanente
Que llenemos de fortaleza a quien le aturde la mente
Yo no quiero que la tristeza se quede aquí
Que esta ausencia de abrazos sirva pa' revivir
El corazón
Restauraremos
Llenos de fe
Caminaremo'
El corazón
Restauraremos
Llenos de fe
Caminaremos
Contagiémonos de amor (restauraremos)
Que la familia sea la unión (llenos de fe)
Que el futuro es un incierto (caminaremos)
Y el presente es un regalo
(El corazón), woh (restauraremos)
(Llenos de fe), ooh ooh-ooh (caminaremos)
Compartir (el corazón)
Sonreír (restauraremos)
Valorar (llenos de fe caminaremos)
El remedio simplemente es amar, eh (el corazón)
(Restauraremos)
Es amar (llenos de fe caminaremos)
El corazón
Restauraremos
Llenos de fe
(Caminaremo')
"	"evocar él al tiempo y a el día cotidiano 
 a uno paisaje generoso 
 abrazar mi hermano 
 revivir el emoción y al igual el reflexión 
 De que el odio no salir vida 
 no tú confundir , no ser el salida 
 aquí no haber tiempo que perder 
 o cuando yo faltar el empatía 
 cuidar el madre tierra , decir 
 Que uno día él llenar de rebeldía 
 que dios yo dar el pan de cada día 
 sano distancia 
 hoy yo pedir 
 Y no tocar yo 
 ser él que exigir 
 yo no querer que el tristeza él quedar aquí permanente 
 que llenar de fortaleza a quien él aturdir el mente 
 yo no querer que el tristeza él quedar aquí 
 que este ausencia de abrazo servir pa ' revivir 
 el corazón 
 restaurar 
 lleno de fe 
 Caminaremo ' 
 el corazón 
 restaurar 
 lleno de fe 
 caminar 
 el calidad humano 
 el sentimiento , el juventud , el vejez , el amor , el tiempo 
 correr descalzo , virar él dentro 
 uno lluvia , uno día soleado , el brisa del viento 
 sano distancia 
 hoy yo pedir 
 y no tocar yo 
 ser él que exigir 
 yo no querer que el tristeza él quedar aquí permanente 
 que llenar de fortaleza a quien él aturdir el mente 
 yo no querer que el tristeza él quedar aquí 
 que este ausencia de abrazo servir pa ' revivir 
 el corazón 
 restaurar 
 lleno de fe 
 Caminaremo ' 
 el corazón 
 restaurar 
 lleno de fe 
 caminar 
 contagiémonos de amor ( restaurar ) 
 que el familia ser el unión ( lleno de fe ) 
 que el futuro ser uno incierto ( caminar ) 
 y el presente ser uno regalo 
 ( el corazón ) , woh ( restaurar ) 
 ( lleno de fe ) , ooh ooh-ooh ( caminar ) 
 compartir ( el corazón ) 
 sonreír ( restaurar ) 
 valorar ( lleno de fe caminar ) 
 el remedio simplemente ser amar , eh ( el corazón ) 
 ( restaurar ) 
 ser amar ( lleno de fe caminar ) 
 el corazón 
 restaurar 
 lleno de fe 
 ( Caminaremo ' ) 
"
ivan-parro_una-cosa-tan-solo-te-digo.txt	"Una cosa tan solo te digo
y si quieres te lo vuelvo a repetir,
que tal y como vino el maldito virus
se tendrá de una vez ya que ir
porque este no es para nada su sitio,
porque ninguno aquí le queremos 
ni le podremos nunca más soportar.
Que se marche pronto ya por favor
y que no vuelva jamás a molestar."	"uno cosa tan solo tú decir 
 y si querer tú él volver a repetir , 
 que tal y como venir el maldito virus 
 él tener de uno vez ya que ir 
 porque este no ser para nada su sitio , 
 porque ninguno aquí él querer 
 ni él poder nunca más soportar . 
 que él marchar pronto ya por favor 
 y que no volver jamás a molestar ."
pablo-medina_cuando-tus-ojos-callen.txt	"Si tus ojos callasen,
moriré con tu silencio.
Porque vivo para amarte,
aunque amarte sea mi muerte.
   
Y tengo miedo de la noche,
que se lleva tu mirada,
a tus labios sin palabras,
que agonizan en mi alma.
   
Tengo miedo a tu ausencia,
a la soledad que me entregas.
Pero te seguiré amando,
aunque tu luz se detenga.
   
Tu sonrisa es eterna,
en mi mente está grabada,
háblame en la distancia,
cuando ya no digas nada.
"	"si tu ojo callar , 
 morir con tu silencio . 
 porque vivir para amar tú , 
 aunque amar tú ser mi muerte . 
   
 y tener miedo de el noche , 
 que él llevar tu mirada , 
 a tu labio sin palabra , 
 que agonizar en mi alma . 
   
 tener miedo a tu ausencia , 
 a el soledad que yo entregar . 
 pero tú seguir amar , 
 aunque tu luz él detener . 
   
 tu sonrisa ser eterno , 
 en mi mente estar grabado , 
 haber él yo en el distancia , 
 cuando ya no decir nada . 
"
beatriz-perez_estando-de-cuarentena.txt	"Estando de cuarentena
piensa tan solo un momento,
antes que el aburrimiento
te suma en profunda pena.
Gozando de salud plena,
con garbanzos en la mesa,
¿qué te aflige, qué te pesa?
Si miras por la ventana,
verás llegar un mañana
con una nueva promesa."	"estar de cuarentena 
 pensar tan solo uno momento , 
 antes que el aburrimiento 
 tú sumar en profundo pena . 
 gozar de salud pleno , 
 con garbanzo en el mesa , 
 ¿ qué tú afligir , qué tú pesar ? 
 si mirar por el ventana , 
 ver llegar uno mañana 
 con uno nuevo promesa ."
david-ferrez_espacio.txt	"Nunca había contemplado minuciosamente
la compleja idiosincrasia de esta casa: cada
pared, cada cuadro, cada espejo, cada mueble;
cómo se adueñan, sin inmutarse, de un espacio
propio, entre tanta incertidumbre.
"	"nunca haber contemplar minuciosamente 
 el complejo idiosincrasia de este casa : cada 
 pared , cada cuadro , cada espejo , cada mueble ; 
 cómo él adueñar , sin inmutar él , de uno espacio 
 propio , entre tanto incertidumbre . 
"
leonardo-gómez-berniga_sin título.txt	"Se fue la luz,
entre el viento, la lluvia,
mate amargo, terraza y tu recuerdo.
Quizás, no quiera que el foco vuelva a prender,
por hoy, solo por hoy, 
déjala a la sombra ser."	"él ser el luz , 
 entre el viento , el lluvia , 
 mate amargo , terraza y tu recuerdo . 
 quizás , no querer que el foco volver a prender , 
 por hoy , solo por hoy , 
 déjalar a el sombra ser ."
rubi_les-voy-a-explicar-cómo-usar-lejía-para-desinfectar.txt	"Ahora mismo yo
les voy a explicar
cómo usar lejía 
para desinfectar.

Son diez mililitros
de cualquier lejía
y quinientos mililitros
de agüita fría.

Ahora lo removemos,
lo echamos en un tarrito
y ya está esto listo
pa pasar el trapito.

Hazlo despacito.
No dejes na sin limpiar
hagamos que nuestro turno
venga sin miedo
a trabajar.
"	"ahora mismo yo 
 él ir a explicar 
 cómo usar lejía 
 para desinfectar . 

 ser diez mililitro 
 de cualquiera lejía 
 y quinientos mililitro 
 de agüita frío . 

 ahora él remover , 
 él echar en uno tarrito 
 y ya estar este listo 
 pa pasar el trapito . 

 hacer él despacito . 
 no dejar na sin limpiar 
 hacer que nuestro turno 
 venir sin miedo 
 a trabajar . 
"
poetagaditano_sin título.txt	"¿Te acuerdas? No hace tanto.
Cómo resguardaban los abrazos,
cómo abrigaban los besos,
qué cobijo estrechar 
la mano al amigo
qué calidez dos cuerpos
saltándose la barrera
del espacio vital.
Y ahora, ¿lo notas?...
¡Cuánto frío!
"	"¿ tú acordar ? no hacer tanto . 
 cómo resguardar el abrazo , 
 cómo abrigar el beso , 
 qué cobijo estrechar 
 el mano al amigo 
 qué calidez dos cuerpo 
 saltar él el barrera 
 del espacio vital . 
 Y ahora , ¿ él notar ? ... 
 ¡ cuánto frío ! 
"
sara-bueno_un-abrazo.txt	"El único monstruo que hay en esta habitación
es la soledad que me envuelve
cuando miro frente al espejo;
y puede que no quiera salvarme,
pero necesito un abrazo.

Necesito un maldito abrazo
y no sé si seguir mirando
o salir a correr abajo
en busca de cualquier tropiezo que me frene y que,
sobre todo,
se parezca a ti.
"	"el único monstruo que haber en este habitación 
 ser el soledad que yo envolver 
 cuando mirar frente al espejo ; 
 y poder que no querer salvar yo , 
 pero necesitar uno abrazo . 

 necesitar uno maldito abrazo 
 y no saber si seguir mirar 
 o salir a correr abajo 
 en busca de cualquiera tropiezo que yo frenar y que , 
 sobre todo , 
 él parecer a tú . 
"
ana-giner-sansano_rapido-forastero-y-transparente.txt	"Rápido, forastero y transparente
a veces ganas y otras pierdes. 
Intentan atraparte pero corres demasiado, 
pequeño sin límites y sobrado. 
Paralizas el mundo y reflexionando creo
¿serías necesario? ¿obligatoria parada?
empezamos a pensarlo….
¿O quizás es esta locura? 
Locura de  animales que encarnamos
ni Adán y Eva creerían
que desataría la manzana de su gran tebeo."	"rápido , forastero y transparente 
 a veces ganar y otro perder . 
 intentar atrapar tú pero correr demasiado , 
 pequeño sin límite y sobrado . 
 paralizar el mundo y reflexionar creer 
 ¿ serías necesario ? ¿ obligatorio parada ? 
 empezar a pensar él … . 
 ¿ O quizás ser este locura ? 
 locura de   animal que encarnar 
 ni Adán y Eva creer 
 que desatar el manzana de su gran tebeo ."
domani18av_4 44.txt	"mirando al techo de la habitación
Esperando la inspiración 
De cómo salir ileso 
Sin ser preso 
de mis conocimientos 
Ya que se avecinan grandes acontecimientos."	"mirar al techo de el habitación 
 esperar el inspiración 
 De cómo salir ileso 
 Sin ser preso 
 de mi conocimiento 
 ya que él avecinar grande acontecimiento ."
jose-luis-miranda_como-los-personajes-de-hopper.txt	"Asgo la llave que todo lo abre y la penetro en el arcón
de las palabras. Están mudas, nada me dicen y nada sé.
   
No sé si las palabras que conozco me entregan razones.
Amar y qué es amar, sentir y qué es sentir. Quizá
todo sea niebla o voces hueras que los humanos decimos.
   
Ahora sé que soy como esos seres de Edward Hopper,
añorantes y abstraídos, pero meticulosos y pulcros.
  
Como esas damas leyendo o mirando por la ventana
o en la mesa redonda o en la máquina de coser.
   
Aprendí que hasta soy como su hábitat o inmuebles,
como ese paisaje desierto o esa casa aislada.
   
Como esa gasolinera varada,
o ese balcón al infinito.
"	"asir el llave que todo él abrir y él penetrar en el arcón 
 de el palabra . estar mudo , nada yo decir y nada saber . 
   
 no saber si el palabra que conocer yo entregar razón . 
 amar y qué ser amar , sentir y qué ser sentir . quizá 
 todo ser niebla o voz huera que el humano decir . 
   
 ahora saber que ser como ese ser de Edward Hopper , 
 añorant y abstraído , pero meticuloso y pulcro . 
  
 como ese dama leer o mirar por el ventana 
 o en el mesa redondo o en el máquina de coser . 
   
 aprender que hasta ser como su hábitat o inmueble , 
 como ese paisaje desierto o ese casa aislado . 
   
 como ese gasolinera varado , 
 o ese balcón al infinito . 
"
miguel-candau-diaz_despertar.txt	"No existe surrealismo más realista,

que el mundo en que vivimos cada día,

las curvas, los números, las listas

de las vidas que se marchan todavía.

    

Con afán de escabullirse, mi guionista,

nos encierra de Wuhan hasta Gran Vía.

Malditos coronitas, cual turistas,

que transforman a este mundo en distopía.

    

Hoy, militares, médicos, doctores,

farmacéuticos, los polis, vendedores,

al balcón os sale el mundo a ovacionar.

    

Con ganas de aparcar hoy los errores,

luchar conjuntamente: vencedores

y mañana solamente despertar.
"	"no existir surrealismo más realista , 

 que el mundo en que vivir cada día , 

 el curva , el número , el lista 

 de el vida que él marchar todavía . 

    

 con afán de escabullir él , mi guionista , 

 yo encerrar de Wuhan hasta gran Vía . 

 maldito coronita , cual turista , 

 que transformar a este mundo en distopía . 

    

 hoy , militar , médico , doctor , 

 farmacéutico , el poli , vendedor , 

 al balcón tú salir el mundo a ovacionar . 

    

 con gana de aparcar hoy el error , 

 luchar conjuntamente : vencedor 

 y mañana solamente despertar . 
"
fernando-alda-sánchez_sin título.txt	"Hay luciérnagas en los párpados,

minúsculas lamparitas
de aceite, pábilos
de velas reflejadas en las pupilas,
ese asomarse al mundo
tan tímidamente, por no molestar,
apenas entreabriendo los ojos,
como un mirar
desenfocado, como si de repente
fuese a descolocarse todo
y no encontrase el interruptor
del fluido vital, y no quisiera
llamar la atención de nadie,
para que nadie me pregunte
si hace frío o calor,
si me he dejado los zapatos
bajo la copa de un ciprés
o si olvidé cerrar la puerta
al salir en la mañana
que todo lo inunda y reconforta.
Es ese mirar de lejos
tan asustadizo que a nadie
puede herir,
como viendo las personas
a través de láminas de agua,
para que otro u otros
no me descubran, no adivinen
las heridas que amargan
bajo la piel, bajo la coraza
imperceptible
de sentirse siempre perseguido,
fugitivo de todo cuanto acontece
y es luego recuerdo,
un verso suelto, un vaso de agua
en la mesilla, una cuerda,
un papel de estraza,
un trozo de tiza
amarilla
con el que escribir lo que contemplas,
en la pizarra de la noche,
y saber que estaré,
aunque no me vean,
mirando las amapolas crecer
en las colinas.
"	"haber luciérnaga en el párpado , 

 minúsculo lamparita 
 de aceite , pábilo 
 de vela reflejado en el pupila , 
 ese asomar él al mundo 
 tanto tímidamente , por no molestar , 
 apenas entreabrir el ojo , 
 como uno mirar 
 desenfocado , como si de repente 
 ser a descolocar él todo 
 y no encontrar el interruptor 
 del fluido vital , y no querer 
 llamar el atención de nadie , 
 para que nadie yo preguntar 
 si hacer frío o calor , 
 si yo haber dejar el zapato 
 bajo el copa de uno ciprés 
 o si olvidar cerrar el puerta 
 al salir en el mañana 
 que todo él inundar y reconfortar . 
 ser ese mirar de lejos 
 tanto asustadizo que a nadie 
 poder herir , 
 como ver el persona 
 a través de lámina de agua , 
 para que otro u otro 
 no yo descubrir , no adivinar 
 el herida que amargar 
 bajo el piel , bajo el coraza 
 imperceptible 
 de sentir él siempre perseguido , 
 fugitivo de todo cuanto acontecer 
 y ser luego recuerdo , 
 uno verso suelto , uno vaso de agua 
 en el mesilla , uno cuerda , 
 uno papel de estraza , 
 uno trozo de tiza 
 amarillo 
 con el que escribir él que contemplar , 
 en el pizarra de el noche , 
 y saber que estar , 
 aunque no yo ver , 
 mirar el amapola crecer 
 en el colina . 
"
kiko veneno_hay gente.txt	"Hay gente con vocación
Y no necesitan andar presumiendo permanentemente
Esa es la cuestión
Hay gente
que sabe ayudar aunque no tenga la protección suficiente
Y sin descansar
Hay gente, que te da la vida
Y no hace falta que venga nadie expresamente
Y se lo pida
Si no están
no podemos seguir
te dan la mitad más grande siempre
siempre pa ti
Y a esa gente, quiero decirles cuánto los quiero
y como de lentas se pasan las horas
Sin su cariño, sin su desvelo
Y agradecerles todos los días su dedicación y su compañía
Hay gente con devoción
Miran a la caray siempre atienden pacientemente
De corazón
gente que no espera
que llegue el dinero y las recompensas
Son buena gente
y hacen lo que sean
Por eso, les quiero cantar
Te hacen sentir que nunca estás solo
Que tienes a alguien
en quién confiar.
"	"haber gente con vocación 
 y no necesitar andar presumir permanentemente 
 ese ser el cuestión 
 haber gente 
 que saber ayudar aunque no tener el protección suficiente 
 y sin descansar 
 haber gente , que tú dar el vida 
 y no hacer falta que venir nadie expresamente 
 Y él él pedir 
 Si no estar 
 no poder seguir 
 tú dar el mitad más grande siempre 
 siempre pa tú 
 y a ese gente , querer decir él cuánto él querer 
 y como de lento él pasar el hora 
 Sin su cariño , sin su desvelo 
 Y agradecer él todo el día su dedicación y su compañía 
 haber gente con devoción 
 mirar a el caray siempre atender pacientemente 
 de corazón 
 gente que no esperar 
 que llegar el dinero y el recompensa 
 ser buen gente 
 y hacer él que ser 
 por ese , él querer cantar 
 tú hacer sentir que nunca estar solo 
 que tener a alguien 
 en quién confiar . 
"
chema-caballero-luque_ya-casi-es-mayo.txt	"Ya casi es mayo
ya casi es otro verano
me quedo sin billetes
y en el bus casi nadie,

dejaron algo para mí
de ayer o no sé
y poca gente en las calles
dicen que hay pandemia
a veces les insulto para dentro
la pandemia son ellos,

pero no olvido al sol
ni el aire escapa entre mis manos
tal vez sólo piense en aquellos
no diré nombres
saben quienes son
¿Y tú, crees que eres parte?

Hay algunas razones entre todos
sobres con sellos rojos,
este folio en realidad
habla de ti
de que no quiero volver
del trabajo, en el bus
y que la casa esté igual
que toda la ciudad."	"ya casi ser mayo 
 ya casi ser otro verano 
 yo quedar sin billete 
 y en el bus casi nadie , 

 dejar algo para yo 
 de ayer o no saber 
 y poco gente en el calle 
 decir que haber pandemia 
 a veces él insultar para dentro 
 el pandemia ser él , 

 pero no olvidar al sol 
 ni el aire escapar entre mi mano 
 tal vez sólo pensar en aquel 
 no decir nombre 
 saber quien ser 
 ¿ Y tú , creer que ser parte ? 

 haber alguno razón entre todo 
 sobre con sello rojo , 
 este folio en realidad 
 hablar de tú 
 de que no querer volver 
 del trabajo , en el bus 
 y que el casa estar igual 
 que todo el ciudad ."
bad bunny_en casita.txt	"Yo que te quería ver (Yo que te quería ver)
Pero no se va a poder (Pero no se va a poder; ¡no!)
Toca quedarme en casa, casa
Toca quedarme en casa, casa (Toca quedarme en casa)
Yo que te quería ver (Yo que te quería ver)
Pero no se va a poder (¡No, no, no!)
Toca quedarme en casa, casa (Ah)
Toca quedarme en casa, casa (Ey, ey)
El sol ya se escondió (Ya se escondió)
Y el día nunca empezó (Nah, nah, nah)
Son las nueve, ya Wanda me texteó (No joda' má')
Pa' casa me metió (Wuh, wuh, wuh)
Ahora despierto hasta las sei', to' el día jugando Play
Se acabó la leche, diablo, despué' que yo eché el Corn Flakes
No quiero morir, tampoco romper la ley
Pero estar metío' aquí hasta mayo 16
Está cabrón, está cabrón (Está cabrón, está cabrón), ey
Está cabrón, está cabrón
Está cabrón ser yo
En la fila un viejito se desmayó (¡Ah!)
Quiero que el virus se vaya como Roselló
Yeh, yeh, yeh, yeh
No tengo Auto-Tune ni lo quiero usar
El concierto tuve que cancelar
Yeh, yeh, yeh
Y aunque te quería ver (Y aunque te quería ver), ey
Pero no se va a poder (Yo quería), eh
Toca quedarme en casa, eh (En casita)
Toca quedarme en casa, eh-eh-eh
En casita, en casita
En casita, toca quedarse en casita
Porque si no viene el viru' y nos mata
Ay, yo quiero cantar una, please
Yo que te quería ver
Pero no se va a poder
Toca quedarme en casa
Toca quedarme en casa
Yo que te quería ver, ah
Pero no se va a poder
Toca quedarme en casa
Toca quedarme en casa
Cuando todo esto termine
Sabe' que me debe' un polvo, un pol—
Cuando todo esto termine
Sabe' que me debe' un polvo, un pol—
Cuando todo esto termine
Sabe' que me debe' un polvo, un pol—
Cuando la cuarentena termine
Sabe' que me debe' un polvo, un polvo
"	"yo que tú querer ver ( yo que tú querer ver ) 
 pero no él ir   a   poder ( Pero no   él ir a poder ; ¡ no ! ) 
 tocar quedar yo   en casa , casa 
 tocar quedar yo en casa , casa ( tocar quedar yo en   casa ) 
 yo   que   tú querer ver   ( yo que tú   querer ver ) 
 pero no él ir a poder ( ¡ no , no , no ! ) 
 tocar quedar yo en casa , casa ( Ah ) 
 tocar quedar yo en casa , casa ( Ey , ey ) 
 el sol ya él esconder ( ya él esconder ) 
 y el día nunca empezar ( Nah , nah , nah ) 
 ser el nueve , ya Wanda yo textear ( no jodar ' má ' ) 
 Pa ' casa yo meter ( Wuh , wuh , wuh ) 
 ahora despertar hasta el sei ' , to ' el día jugar Play 
 él acabar el leche , diablo , despué ' que yo echar el Corn Flakes 
 no querer morir , tampoco romper el ley 
 pero estar metío ' aquí hasta mayo 16 
 estar cabrón , estar cabrón ( estar cabrón , estar cabrón ) , ey 
 estar cabrón , estar cabrón 
 estar cabrón ser yo 
 en el fila uno viejito él desmayar ( ¡ Ah ! ) 
 querer que el virus él ir como rosellar 
 yeh , yeh , yeh , yeh 
 no tener Auto-Tune ni él querer usar 
 el concierto tener que cancelar 
 yeh , yeh , yeh 
 y aunque tú querer ver ( Y aunque tú querer ver ) , ey 
 Pero no él ir a poder ( yo querer ) , eh 
 tocar quedar yo en casa , eh ( En casita ) 
 tocar quedar yo en casa , eh-eh-eh 
 en casita , en casita 
 en casita , tocar quedar él en casita 
 porque si no venir el viru ' y yo matar 
 ay , yo querer cantar uno , please 
 yo que tú querer ver 
 pero no él ir a poder 
 toca quedar yo en casa 
 tocar quedar yo en casa 
 yo que tú querer ver , ah 
 pero no él ir a poder 
 tocar quedar yo en casa 
 tocar quedar yo en casa 
 cuando todo este terminar 
 saber ' que yo deber ' uno polvo , uno pol — 
 Cuando todo este terminar 
 saber ' que yo deber ' uno polvo , uno pol — 
 Cuando todo este terminar 
 saber ' que yo deber ' uno polvo , uno pol — 
 Cuando el cuarentena terminar 
 saber ' que yo deber ' uno polvo , uno polvo 
"
david bisbal y aitana_si tú la quieres.txt	"Si ella te quiere
Tendrás por dentro esa sensación de tenerlo todo (Uh-uh-uh)
Tendrás la suerte que solo tienen algunos locos
Si ella te quiere, qué suerte tienes
Si ella te quiere (Si ella te quiere)
Verás al mundo bailar despacio bajo su foco
Tendrás la fuerza de reponerte de cualquier pronto
Si ella te quiere, qué suerte tienes (Qué suerte tienes)
Si ella te quiere has tocado el cielo
Se abren las puertas del universo
Cuando te quiere
Ya solo hay una dirección
El desenlace de cualquier sueño
Está en tu boca si tú la tocas
Ella te quiere
Se pinta el mundo de color
Si tú la quieres
No dejes nunca que en la distancia se apague el fuego
Y cuídala como cuida el pájaro de su vuelo
Si tú la quieres, qué suerte tienes
Si tú la quieres (Si tú la quieres)
Querrás que el sol se retrase toda una vida entera
Y que las calles os dejen solos cuando amanezca
Si tú la quieres, si ella te quiere, oh
Celos
El mundo entero tiene celos
Juego perfecto del destino, oh-oh
Nada lo puede superar (Nada lo puede superar)
Si tú la quieres
La magia siempre estará en tus manos cuando despiertes (Mmm)
Ni en siete vidas se ha visto un gato con tanta suerte
Si tú la quieres y ella te quiere (Ah-ah)
El desenlace de cualquier sueño
Está en tu boca si tú la tocas
Ella te quiere
Se pinta el mundo de color
Si tú la quieres
No dejes nunca que en la distancia se apague el fuego
Y cuídala como cuida el pájaro de su vuelo
Si tú la quieres, qué suerte tienes
Si tú la quieres (Si tú la quieres)
Querrás que el sol se retrase toda una vida entera
Y que las calles os dejen solos cuando amanezca
Si tú la quieres y ella te quiere
Celos
El mundo entero tiene celos
Juego perfecto del destino, oh-oh
Nada lo puede superar (Nada lo puede superar)
Celos
El mundo entero tiene celos
Juego perfecto del destino, oh-oh
Nada lo puede superar (Nada lo puede superar)
Si ella te quiere
"	"si él tú querer 
 tener por dentro ese sensación de tener él todo ( Uh-uh-uh ) 
 tener el suerte que solo tener alguno loco 
 Si él tú querer , qué suerte tener 
 si él tú querer ( Si él tú querer ) 
 ver al mundo bailar despacio bajo su foco 
 tener el fuerza de reponer tú de cualquiera pronto 
 si él tú querer , qué suerte tener ( qué suerte tener ) 
 si él tú querer haber tocar el cielo 
 él abrir el puerta del universo 
 cuando tú querer 
 ya solo haber uno dirección 
 el desenlace de cualquiera sueño 
 estar en tu boca si tú él tocar 
 él tú querer 
 él pintar el mundo de color 
 si tú él querer 
 no dejar nunca que en el distancia él apagar el fuego 
 y cuídalo como cuidar el pájaro de su vuelo 
 si tú él querer , qué suerte tener 
 Si tú él querer ( Si tú él querer ) 
 querer que el sol él retrasar todo uno vida entero 
 y que el calle tú dejar solo cuando amanecer 
 si tú él querer , si él tú querer , oh 
 Celos 
 el mundo entero tener celo 
 Juego perfecto del destino , oh-oh 
 nada él poder superar ( nada él poder superar ) 
 si tú él querer 
 el magia siempre estar en tu mano cuando despertar ( Mmm ) 
 ni en siete vida él haber ver uno gato con tanto suerte 
 si tú él querer y él tú querer ( Ah-ah ) 
 el desenlace de cualquiera sueño 
 estar en tu boca si tú él tocar 
 él tú querer 
 él pintar el mundo de color 
 si tú él querer 
 no dejar nunca que en el distancia él apagar el fuego 
 y cuídalo como cuidar el pájaro de su vuelo 
 si tú él querer , qué suerte tener 
 Si tú él querer ( Si tú él querer ) 
 querer que el sol él retrasar todo uno vida entero 
 y que el calle tú dejar solo cuando amanecer 
 si tú él querer y él tú querer 
 celo 
 el mundo entero tener celo 
 Juego perfecto del destino , oh-oh 
 nada él poder superar ( nada él poder superar ) 
 celo 
 el mundo entero tener celo 
 Juego perfecto del destino , oh-oh 
 nada él poder superar ( nada él poder superar ) 
 si él tú querer 
"
dolores-romero-lopez_1-era-mayo-otro-mayo.txt	"1 	Era mayo, otro mayo,
	En los versos cantaban
	Calandria y ruiseñor.
	¡Quién me iba a decir a mí,
5	prisionera de ocasión,
	Que de día en mi ventana,
	Iba a escuchar la canción
	del mirlo y el gorrión!
	Pero, triste muy triste
10	paso horas de ordenador,
	Escribiendo rimas varias,
	Y esperando ver el sol.
	Las noticias hablan y hablan
	del dolor, ¡cuánto dolor!
15	Pasó la muerte arrasando
	toda una generación."	"1 	 ser mayo , otro mayo , 
	 en el verso cantar 
	 Calandria y ruiseñor . 
	 ¡ quién yo ir a decir a yo , 
 5 	 prisionera de ocasión , 
	 Que de día en mi ventana , 
	 ir a escuchar el canción 
	 del mirlo y el gorrión ! 
	 pero , triste mucho triste 
 10 	 pasar hora de ordenador , 
	 escribir rima vario , 
	 Y esperar ver el sol . 
	 el noticia hablar y hablar 
	 del dolor , ¡ cuánto dolor ! 
 15 	 pasar el muerte arrasar 
	 todo uno generación ."
roberta-villla_sin título_3.txt	"Desde el otro día me siento dueño..., cuanto más me encierran más vuelo.
El horror ha muerto... ¡viva lo nuevo!
Lo flacido ha muerto... ¡viva lo tieso!
Mi viejo sombrero ha muerto... ¡ni voy a su entierro!
De repente invierto lo errado ¡me llaman loco! y acierto... , todo lo nuevo ha empezado.
"	"desde el otro día yo sentir dueño ... , cuanto más yo encerrar más vuelo . 
 el horror haber morir ... ¡ viva él nuevo ! 
 él flacido haber morir ... ¡ viva él tieso ! 
 mi viejo sombrero haber morir ... ¡ ni ir a su entierro ! 
 de repente invertir él errado ¡ yo llamar loco ! y acertar ... , todo él nuevo haber empezar . 
"
